item,item_name,existing_avg,existing_min,cc_avg,cc_min,avg_ratio,min_ratio,cc_item_count,cc_last_seen
2267,Stonesplinter Mace,81507,48904,2500,2500,32.6,19.56,1,2026-06-23 20:25:05
17709,Recipe: Elixir of Frost Power,2170391,1881286,70000,70000,31.01,26.88,1,2026-01-18 01:42:37
422,Dwarven Mild,3055,617,99,99,30.86,6.23,1,2026-06-25 20:44:58
8069,Crafted Solid Shot,15448,159,501,501,30.83,3.15,200,2026-06-19 11:45:26
9751,Gypsy Sandals,300,300,9199,9199,30.66,30.66,2,2026-07-01 14:25:16
31276,Boots of Zealotry,188109,112865,3452747,3452747,18.36,30.59,1,2026-06-22 17:05:06
37602,Armor Vellum II,43332,33116,999999,999999,23.08,30.2,4,2026-07-01 15:05:19
6663,Recipe: Elixir of Giant Growth,118269,93577,3920,3860,30.17,24.24,8,2026-07-01 14:25:16
6835,Black Tuxedo Pants,207488,26750,799500,799500,3.85,29.89,1,2026-07-01 14:25:16
8925,Crystal Vial,65304,3843,2193,1999,29.78,1.92,260,2026-07-01 14:25:16
2974,Hunting Pants,20528,10087,299000,299000,14.57,29.64,1,2026-07-01 14:05:16
13461,Greater Arcane Protection Potion,28343,17006,500000,500000,17.64,29.4,44,2026-07-01 14:25:16
4061,Imperial Leather Bracers,30136,18082,531374,531374,17.63,29.39,2,2026-07-01 14:05:16
20709,Rumsey Rum Light,2931,2639,100,100,29.31,26.39,27,2026-07-01 14:45:20
17054,Joonho's Mercy,300431,136742,3990000,3990000,13.28,29.18,1,2026-07-01 14:45:20
24213,Design: Inscribed Noble Topaz,1457592,1195897,50000,50000,29.15,23.92,1,2026-06-29 01:25:46
43395,Glyph of Battle,174581,68652,6000,6000,29.1,11.44,16,2026-07-01 15:25:22
22532,Formula: Enchant Bracer - Restore Mana Prime,2899095,2557305,99749,99499,29.06,25.7,3,2026-07-01 14:45:20
14511,Pattern: Gloves of Spell Mastery,24542,17214,500000,500000,20.37,29.05,1,2026-06-25 20:44:58
13887,52 Pound Redgill,1451106,1451106,50000,50000,29.02,29.02,1,2026-06-22 10:05:12
32897,Mark of the Illidari,14360,8085,496,496,28.95,16.3,14,2026-07-01 15:05:19
14781,Khan's Cloak,44916,26950,779532,779532,17.36,28.93,1,2026-07-01 14:25:16
31876,Design: Balanced Nightseye,1444290,592843,50000,50000,28.89,11.86,1,2026-07-01 15:05:19
24305,Pattern: Resolute Cape,1039201,684556,36000,36000,28.87,19.02,1,2026-06-30 17:05:14
14509,Pattern: Mooncloth Circlet,23086,17334,500000,500000,21.66,28.85,1,2026-06-11 11:44:37
7350,Disciple's Bracers,20087,20087,700,700,28.7,28.7,1,2026-06-19 14:25:32
43386,Glyph of Water Shield,185914,78000,6500,6500,28.6,12.0,25,2026-07-01 15:25:22
35217,Pattern: Embrace of the Phoenix,22846481,12009816,800000,800000,28.56,15.01,1,2026-05-27 15:25:29
8109,Hibernal Cloak,32262,19357,548503,548503,17.0,28.34,4,2026-06-30 08:05:15
4600,Cherry Grog,23740,20250,850,850,27.93,23.82,1,2026-03-13 19:42:43
43339,Glyph of Arcane Intellect,167448,100469,6000,6000,27.91,16.74,13,2026-07-01 15:25:22
32662,Flaming Quartz Staff,599834,359900,10000000,10000000,16.67,27.79,1,2026-05-18 22:05:28
32675,Depleted Mail Gauntlets,210714,126428,3500000,3500000,16.61,27.68,1,2026-04-16 00:02:31
21864,Soulcloth Shoulders,5500000,5500000,200000,200000,27.5,27.5,1,2026-01-24 01:02:40
15965,Windchaser Orb,33971,27933,767606,767606,22.6,27.48,4,2026-07-01 14:45:20
38859,Scroll of Enchant Cloak - Superior Defense,1371277,300726,49900,49900,27.48,6.03,1,2026-06-30 07:25:12
15891,Hulking Shield,218921,109224,8000,8000,27.37,13.65,1,2026-07-01 14:45:20
34539,Righteous Weapon Coating,273023,163814,10000,10000,27.3,16.38,1,2026-04-02 13:22:28
14857,Vanguard Sabatons,57276,29985,846789,816580,14.78,27.23,2,2026-07-01 14:25:16
15745,Pattern: Runic Leather Belt,9664,5798,157500,157500,16.3,27.16,1,2026-07-01 14:45:20
3282,Battle Chain Pants,10836,6502,400,400,27.09,16.25,1,2026-06-26 21:45:07
43390,Glyph of Drain Soul,161228,71430,6000,6000,26.87,11.9,34,2026-07-01 15:25:22
2886,Crag Boar Rib,12372,7423,461,461,26.84,16.1,45,2026-07-01 14:05:16
12689,Plans: Radiant Breastplate,13975,9919,374500,250000,26.8,25.2,2,2026-07-01 14:25:16
42898,Glyph of Arcane Shot,93760,60080,3500,3500,26.79,17.17,31,2026-07-01 15:25:22
2682,Cooked Crab Claw,75,75,2000,2000,26.67,26.67,1,2026-06-30 04:05:31
14840,Tyrant's Legplates,36408,35674,950000,950000,26.09,26.63,1,2026-06-30 05:25:23
3303,Brackwater Bracers,7929,7500,300,300,26.43,25.0,1,2026-05-13 18:25:04
14803,Bloodlust Belt,74830,57252,1592575,1500000,21.28,26.2,2,2026-07-01 14:25:16
35193,Schematic: Lightning Etched Specs,10477171,6286303,400000,400000,26.19,15.72,1,2026-05-01 18:44:32
769,Chunk of Boar Meat,1202,721,46,42,26.13,17.17,824,2026-07-01 14:05:16
5740,Red Fireworks Rocket,10299,6179,397,397,25.94,15.56,24,2026-07-01 14:05:16
2584,Woolen Cape,18060,5816,699,699,25.84,8.32,5,2026-06-26 11:24:55
13895,Formal Dangui,1292155342,84132656,50000000,50000000,25.84,1.68,1,2026-06-28 13:05:18
16220,Formula: Enchant Boots - Spirit,33462,19280,498500,498000,14.9,25.83,3,2026-07-01 14:45:20
3486,Heavy Grinding Stone,1435,1433,36900,36800,25.71,25.68,11,2026-07-01 14:05:16
43316,Glyph of Aquatic Form,164054,73354,6500,6500,25.24,11.29,28,2026-07-01 15:25:22
4792,Spirit Cloak,114550,68013,4555,4555,25.15,14.93,1,2026-06-30 19:25:16
2959,Journeyman's Boots,20000,20000,800,800,25.0,25.0,1,2026-07-01 14:05:16
5781,Murloc Scale Breastplate,499999,499999,20000,20000,25.0,25.0,1,2026-07-01 10:25:15
6199,Black Widow Band,50000,50000,2000,2000,25.0,25.0,1,2026-04-03 08:02:36
30283,Pattern: Boots of the Long Road,6156748,3694049,250000,250000,24.63,14.78,1,2026-06-19 21:05:40
1607,Soulkeeper,92843,55706,1359999,1359999,14.65,24.41,1,2026-07-01 14:05:16
38930,Scroll of Enchant Chest - Major Resilience,617694,195569,4772853,4772853,7.73,24.4,4,2026-07-01 15:25:22
43377,Glyph of Pick Lock,194881,114287,8000,8000,24.36,14.29,22,2026-07-01 15:25:22
13458,Greater Nature Protection Potion,26261,20629,500000,500000,19.04,24.24,95,2026-07-01 14:25:16
24209,Design: Sovereign Nightseye,1443279,802330,59999,59999,24.06,13.37,1,2026-06-29 09:45:28
43646,Fountain Goldfish,1490,1380,62,62,24.03,22.26,15,2026-06-29 19:45:25
10506,Deepdive Helmet,5999999,5999999,250000,250000,24.0,24.0,1,2026-03-10 19:42:29
2575,Red Linen Shirt,45453,21942,1899,1899,23.94,11.55,3,2026-07-01 14:05:16
25683,Stylin' Crimson Hat,11890526,11016240,500000,500000,23.78,22.03,1,2026-02-28 20:42:37
29718,Pattern: Drums of Speed,2371199,1422719,100000,100000,23.71,14.23,1,2026-06-20 18:05:17
1935,Assassin's Blade,7813270,7288982,329999,329999,23.68,22.09,6,2026-07-01 14:05:16
14772,Ravager's Handwraps,34711,17203,407349,407349,11.74,23.68,3,2026-07-01 14:25:16
43389,Glyph of Unending Breath,153455,101112,6500,6500,23.61,15.56,29,2026-07-01 15:25:22
14552,Stockade Pauldrons,178163,106898,2500000,2500000,14.03,23.39,1,2026-07-01 14:25:16
16000,Thorium Tube,17544,11511,269000,269000,15.33,23.37,13,2026-07-01 14:45:20
38998,Scroll of Enchant Weapon - Deathfrost,11791877,7075126,504600,504600,23.37,14.02,1,2026-03-27 01:02:36
127,Trapper's Shirt,232756,139654,10000,10000,23.28,13.97,1,2026-06-25 15:25:02
929,Healing Potion,2729,1637,119,116,22.93,14.11,92,2026-07-01 14:05:16
17303,Blue Ribboned Wrapping Paper,1864,1050,24000,24000,12.88,22.86,10,2026-06-04 04:24:54
40474,Surge Needle Ring,14861451,9638235,219507525,219507525,14.77,22.77,1,2026-06-30 11:25:00
3649,Tribal Buckler,50000,50000,2200,2200,22.73,22.73,1,2026-06-22 04:25:05
942,Freezing Band,251819,143537,3375000,3250000,13.4,22.64,3,2026-07-01 14:05:16
3871,Plans: Golden Scale Shoulders,40670,19013,1797,1600,22.63,11.88,4,2026-07-01 14:05:16
6425,Blackforge Girdle,34041,20425,462499,461999,13.59,22.62,2,2026-07-01 14:25:16
5637,Large Fang,11262,5215,498,498,22.61,10.47,59,2026-07-01 14:05:16
14839,Tyrant's Greaves,47506,28504,644287,644000,13.56,22.59,2,2026-07-01 14:25:16
15742,Pattern: Warbear Harness,97518,64311,1447500,1447500,14.84,22.51,1,2026-07-01 14:45:20
23810,Schematic: Crashin' Thrashin' Robot,9084007,5128509,404499,310000,22.46,16.54,4,2026-07-01 14:45:20
1197,Giant Mace,110000,110000,4900,4900,22.45,22.45,1,2026-07-01 14:05:16
2665,Stormwind Seasoning Herbs,16587,9952,739,739,22.45,13.47,6,2026-07-01 14:05:16
12053,Volcanic Rock Ring,78001,73158,3500,3500,22.29,20.9,1,2026-06-30 17:25:11
14476,Pattern: Cindercloth Gloves,2229470,1337682,100000,100000,22.29,13.38,1,2026-07-01 14:25:16
31875,Design: Great Dawnstone,1151735,524252,51695,51695,22.28,10.14,1,2026-06-27 10:45:06
45862,Bold Stormjewel,2062236,1796523,40000000,40000000,19.4,22.27,1,2026-06-29 15:05:21
2915,Taran Icebreaker,112533,67520,1499999,1499999,13.33,22.22,1,2026-07-01 14:05:16
6716,Schematic: EZ-Thro Dynamite,5634,3103,69400,68800,12.32,22.17,4,2026-07-01 14:25:16
16714,Wildheart Bracers,60048,36029,795150,795150,13.24,22.07,1,2026-07-01 14:45:20
1203,Aegis of Stormwind,71613,42968,947699,947699,13.23,22.06,3,2026-07-01 14:05:16
23826,The Bigger One,878484,188797,39989,39989,21.97,4.72,1,2026-07-01 09:25:09
14341,Rune Thread,27414,17128,1250,1250,21.93,13.7,2,2026-06-22 14:25:12
13883,45 Pound Redgill,217510,129381,9999,9999,21.75,12.94,1,2026-06-26 21:05:06
13757,Lightning Eel,1999,1907,92,92,21.73,20.73,172,2026-07-01 14:25:16
24216,Design: Glinting Noble Topaz,1518059,1371474,70000,70000,21.69,19.59,1,2026-06-29 11:25:23
5997,Elixir of Minor Defense,1277,766,59,58,21.64,13.21,27,2026-07-01 14:05:16
18487,Pattern: Mooncloth Robe,686761,464290,10000000,10000000,14.56,21.54,1,2026-06-20 14:25:06
15301,Grizzly Slippers,779,467,9999,9999,12.84,21.41,1,2026-06-29 08:25:37
11734,Libram of Tenacity,35134,21963,1645,1640,21.36,13.39,14,2026-07-01 14:25:16
40922,Glyph of Wrath,27209,14389,1291,1290,21.08,11.15,22,2026-07-01 15:25:22
24171,Design: Chain of the Twilight Owl,1047383,628430,50000,50000,20.95,12.57,1,2026-06-29 11:45:22
38913,Scroll of Enchant Chest - Exceptional Stats,1047587,628552,50000,50000,20.95,12.57,1,2026-06-12 21:45:03
6367,Big Iron Fishing Pole,1047044,628226,50000,50000,20.94,12.56,1,2026-06-27 09:45:13
6657,Savory Deviate Delight,41602,23873,2000,2000,20.8,11.94,6244,2026-07-01 14:25:16
4537,Tel'Abim Banana,19,19,395,395,20.79,20.79,3,2026-06-24 05:05:24
11168,Formula: Enchant Shield - Lesser Block,585792,508330,28199,28199,20.77,18.03,1,2026-07-01 03:05:07
6522,Deviate Fish,30809,18705,1485,1485,20.75,12.6,64,2026-07-01 14:25:16
14847,Sunscale Belt,44223,26534,549500,549000,12.43,20.69,2,2026-07-01 14:25:16
6271,Pattern: Red Linen Vest,2061,475,101,101,20.41,4.7,1,2026-07-01 14:05:16
2271,Staff of the Blessed Seer,4042776,921860,198900,198900,20.33,4.63,1,2026-06-27 04:45:19
14507,Pattern: Mooncloth Shoulders,202686,128066,10000,10000,20.27,12.81,1,2026-06-27 00:25:24
2973,Hunting Tunic,20165,17485,1000,1000,20.16,17.48,1,2026-06-30 23:45:20
5541,Iridescent Hammer,200937,200937,10000,10000,20.09,20.09,1,2026-06-07 21:05:17
3286,Tribal Gloves,99950,99900,4999,4999,19.99,19.98,1,2026-07-01 14:05:16
24197,Design: Subtle Living Ruby,2992008,1795205,150000,150000,19.95,11.97,1,2026-06-29 14:25:16
1930,Stonemason Cloak,19942,11965,1000,1000,19.94,11.96,3,2026-07-01 14:05:16
7989,Plans: Mithril Spurs,48290,38062,759000,759000,15.72,19.94,16,2026-07-01 14:25:16
13094,The Queen's Jewel,49433,29660,590000,590000,11.94,19.89,1,2026-06-28 06:05:17
2623,Holy Diadem,75926,37729,748568,748568,9.86,19.84,2,2026-06-30 08:05:15
23767,Crashin' Thrashin' Robot,1980547,1096522,100000,100000,19.81,10.97,1,2026-06-21 08:05:09
30816,Spice Bread,275,270,14,14,19.64,19.29,40,2026-06-28 17:45:22
2924,Crocolisk Meat,3921,1403,200,200,19.61,7.01,1,2026-07-01 14:05:16
9511,Bloodletter Scalpel,999999,999999,51250,51000,19.51,19.61,5,2026-07-01 14:25:16
18672,Elemental Ember,582788,349673,30000,30000,19.43,11.66,1,2026-05-22 03:45:28
44953,Worg Tartare,17365,8054,156749,156500,9.03,19.43,2,2026-07-01 15:25:22
38834,Scroll of Enchant Gloves - Advanced Herbalism,3630952,814833,188721,188721,19.24,4.32,10,2026-07-01 15:25:22
38706,Bowels 'n' Brains,15371,9223,800,800,19.21,11.53,18,2026-06-29 20:05:26
3662,Crocolisk Steak,608,365,7000,7000,11.51,19.18,6,2026-07-01 14:05:16
15075,Chimeric Vest,28800,28800,550000,550000,19.1,19.1,4,2026-07-01 14:25:16
2677,Boar Ribs,13966,10758,733,733,19.05,14.68,64,2026-07-01 14:05:16
43553,Glyph of Unbreakable Armor,12004,2253,631,627,19.02,3.59,10,2026-07-01 15:25:22
1318,Night Reaver,568030,340818,30000,30000,18.93,11.36,1,2026-07-01 14:05:16
24053,Mystic Dawnstone,77808,46685,883872,883872,11.36,18.93,1,2026-04-18 08:22:13
7095,Bog Boots,200,200,3783,3783,18.91,18.91,1,2026-07-01 14:25:16
27859,Zangar Caps,186108,9993,9900,9900,18.8,1.01,3,2026-06-27 16:45:15
5504,Tangy Clam Meat,44856,30009,2399,2300,18.7,13.05,98,2026-07-01 14:05:16
22837,Heroic Potion,186786,107500,10000,10000,18.68,10.75,1,2026-06-27 16:25:14
6360,Steelscale Crushfish,173659,51889,9300,9300,18.67,5.58,1,2026-06-09 17:45:23
35189,Schematic: Powerheal 9000 Lens,10671838,5911003,574334,574334,18.58,10.29,1,2026-04-13 01:02:28
4544,Mulgore Spice Bread,764,458,8480,8480,11.1,18.52,1,2026-06-27 16:45:15
32411,Design: Thundering Skyfire Diamond,1935485,1404597,105000,105000,18.43,13.38,1,2026-06-28 07:25:13
14659,Scorpashi Leggings,41267,24760,456499,456000,11.06,18.42,4,2026-07-01 14:25:16
31335,Pants of Living Growth,5524835,3314901,300000,300000,18.42,11.05,1,2026-06-29 18:05:25
38835,Scroll of Enchant Cloak - Lesser Agility,736290,174950,39999,39999,18.41,4.37,1,2026-06-29 23:25:31
7070,Elemental Water,7329,4300,400,400,18.32,10.75,29,2026-07-01 14:25:16
6579,Defender Spaulders,18223,10934,995,995,18.31,10.99,7,2026-07-01 14:25:16
12218,Monster Omelet,1125,675,12200,12200,10.84,18.07,4,2026-06-24 19:45:16
3207,Hunting Bracers,923,554,9999,9999,10.83,18.05,1,2026-07-01 14:05:16
42410,Glyph of Psychic Scream,8723,8241,484,483,18.02,17.06,27,2026-07-01 15:25:22
10143,High Councillor's Robe,899999,899999,50000,50000,18.0,18.0,1,2026-06-27 03:45:21
6373,Elixir of Firepower,8956,5374,499,499,17.95,10.77,25,2026-07-01 14:05:16
43366,Glyph of Blessing of Wisdom,99783,77780,5559,4750,17.95,16.37,18,2026-07-01 15:25:22
10501,Catseye Ultra Goggles,187947,172345,10494,10494,17.91,16.42,14,2026-05-26 18:45:35
11223,Formula: Enchant Bracer - Deflection,441578,224688,24700,24600,17.88,9.13,2,2026-07-01 14:25:16
29203,Enchanted Thorium Blades,357539,214523,20000,20000,17.88,10.73,1,2026-06-17 11:05:12
2821,Mo'grosh Masher,29078,16788,300000,300000,10.32,17.87,1,2026-07-01 13:05:13
6415,Aurora Robe,49674,29804,532499,532499,10.72,17.87,1,2026-07-01 05:05:03
3372,Leaded Vial,5862,5069,329,329,17.82,15.41,159,2026-07-01 14:05:16
27686,Recipe: Roasted Moongraze Tenderloin,2825982,1695589,158912,158750,17.78,10.68,2,2026-07-01 15:05:19
17682,Book: Gift of the Wild,16460,11223,198999,198999,12.09,17.73,3,2026-07-01 14:45:20
24220,Design: Jagged Talasite,1939624,1347571,109664,109664,17.69,12.29,1,2026-06-30 12:44:57
16251,Formula: Enchant Bracer - Superior Stamina,78004,22904,1379250,250000,17.68,10.92,2,2026-07-01 14:45:20
4470,Simple Wood,8829,2778,500,500,17.66,5.56,51,2026-06-20 12:25:07
3074,Smoldering Gloves,15865,9519,900,900,17.63,10.58,1,2026-06-05 20:45:06
13009,Cow King's Hide,47172,28303,499500,499000,10.59,17.63,2,2026-07-01 14:25:16
45849,Twilight Tome,1762748,1642230,100000,100000,17.63,16.42,1,2026-06-27 02:05:23
6317,Raw Loch Frenzy,17617,13428,1000,1000,17.62,13.43,2,2026-07-01 09:25:09
14374,Sanguine Sandals,79288,65011,4500,4500,17.62,14.45,1,2026-06-30 06:25:19
12227,Recipe: Lean Wolf Steak,1760341,1056205,100000,100000,17.6,10.56,2,2026-07-01 14:25:16
24298,Pattern: Blackstrike Bracers,1759870,866168,99999,99999,17.6,8.66,1,2026-07-01 14:45:20
14126,Ritual Amice,24610,14766,1400,1250,17.58,11.81,4,2026-07-01 14:25:16
37803,Lola's Lifegiving Branch,332434,199460,3500000,3500000,10.53,17.55,1,2026-07-01 15:05:19
24204,Design: Smooth Dawnstone,1750593,1401943,100000,100000,17.51,14.02,1,2026-06-30 12:44:57
37743,Legguards of Brutalization,191275,171734,3000000,3000000,15.68,17.47,1,2026-07-01 13:45:14
27635,Lynx Steak,4340,625,249,249,17.43,2.51,9,2026-04-29 15:43:54
40903,Glyph of Rake,34101,20461,1956,1954,17.43,10.47,20,2026-07-01 15:25:22
148,Rugged Trapper's Shirt,23962,14377,249900,249900,10.43,17.38,1,2026-07-01 14:05:16
12828,Plans: Volcanic Hammer,684856,225834,39400,39400,17.38,5.73,1,2026-07-01 14:25:16
28420,Fel Weightstone,6823,4094,71000,71000,10.41,17.34,13,2026-07-01 15:05:19
8492,Parrot Cage (Green Wing Macaw),163276,55000,9443,9443,17.29,5.82,1,2026-07-01 14:25:16
6411,Chief Brigadier Armor,39378,38774,670148,670148,17.02,17.28,1,2026-07-01 14:25:16
2951,Ring of the Underwood,96745,58047,1000000,1000000,10.34,17.23,1,2026-07-01 14:05:16
31334,Staff of Natural Fury,13191199,7914719,770000,770000,17.13,10.28,1,2026-07-01 10:25:15
2281,Rodentia Flint Axe,25664,12250,1500,1500,17.11,8.17,1,2026-06-28 07:05:13
24195,Design: Teardrop Living Ruby,1536968,922181,90000,90000,17.08,10.25,1,2026-07-01 14:45:20
33874,Kibler's Bits,3253,1952,33326,33325,10.24,17.07,16,2026-06-29 14:45:19
35194,Schematic: Surestrike Goggles v3.0,8536006,8237104,500000,500000,17.07,16.47,1,2026-06-21 09:25:07
18699,Icy Tomb Spaulders,17599,17599,300000,300000,17.05,17.05,1,2026-06-30 17:25:11
16044,Schematic: Lifelike Mechanical Toad,1184354,371149,69499,69499,17.04,5.34,5,2026-07-01 14:45:20
5956,Blacksmith Hammer,42672,10850,2510,2510,17.0,4.32,1,2026-06-12 15:24:52
4425,Scroll of Agility III,3630,2300,214,213,16.96,10.8,11,2026-07-01 14:05:16
11166,Formula: Enchant Gloves - Skinning,363639,90508,21439,21439,16.96,4.22,1,2026-07-01 14:25:16
13103,Pads of the Venom Spider,29394,17636,399450,299000,13.59,16.95,2,2026-07-01 14:25:16
5608,Living Cowl,32378,22801,385510,385510,11.91,16.91,1,2026-07-01 14:05:16
14599,Warden's Footpads,35151,20459,346036,346036,9.84,16.91,3,2026-07-01 14:25:16
13099,Moccasins of the White Hare,84076,50446,5000,5000,16.82,10.09,1,2026-07-01 10:25:15
17706,Plans: Edge of Winter,1676622,457513,99999,99999,16.77,4.58,1,2026-06-28 06:25:15
8287,Arcane Gloves,197689,122920,11800,11800,16.75,10.42,1,2026-06-27 23:25:28
13029,Umbral Crystal,29753,17852,299499,299000,10.07,16.75,3,2026-07-01 14:25:16
7976,Plans: Mithril Shield Spike,50963,25148,3050,3000,16.71,8.38,4,2026-07-01 14:25:16
49778,Worn Greatsword,8356934,5014160,500000,500000,16.71,10.03,1,2026-01-26 03:22:44
14442,Venomshroud Mitts,50993,43438,724306,724306,14.2,16.67,3,2026-07-01 14:25:16
38917,Scroll of Enchant Weapon - Major Striking,4000000,4000000,245000,240000,16.33,16.67,2,2026-02-06 03:22:44
828,Small Blue Pouch,8697,7490,522,520,16.66,14.4,6,2026-07-01 14:05:16
30436,Jagged Blue Crystal,666071,399643,40000,40000,16.65,9.99,1,2026-05-04 04:05:03
28282,Formula: Enchant Shield - Major Stamina,2481079,2467271,149749,149500,16.57,16.5,2,2026-07-01 15:05:19
16830,Cenarion Bracers,389492,271694,4500000,4500000,11.55,16.56,1,2026-06-29 21:05:36
35218,Pattern: Carapace of Sun and Shadow,36183074,14285699,2186949,2186949,16.55,6.53,1,2026-05-03 13:44:44
2675,Crawler Claw,9852,7958,598,598,16.47,13.31,22,2026-07-01 14:05:16
13010,Dreamsinger Legguards,164476,97671,10000,10000,16.45,9.77,1,2026-06-27 23:45:29
8127,Myrmidon's Cape,43077,31870,520509,520509,12.08,16.33,5,2026-07-01 14:25:16
42402,Glyph of Inner Fire,34549,26863,2125,2000,16.26,13.43,41,2026-07-01 15:25:22
14098,Native Cloak,48555,11036,2999,2999,16.19,3.68,1,2026-06-26 16:45:02
414,Dalaran Sharp,10843,4680,670,670,16.18,6.99,2,2026-07-01 14:05:16
33445,Honeymint Tea,8868,2950,550,550,16.12,5.36,3,2026-07-01 08:05:07
11084,Large Glimmering Shard,725,572,45,41,16.11,13.95,41,2026-07-01 14:25:16
3851,Solid Iron Maul,19668,18750,301535,301535,15.33,16.08,1,2026-06-08 00:05:21
31136,Breastplate of Blade Turning,139673,83804,1348750,1347500,9.66,16.08,2,2026-07-01 15:05:19
6787,White Woolen Dress,281343,258421,17700,17700,15.9,14.6,1,2026-06-29 23:25:31
24296,Pattern: Unyielding Bracers,2206443,806095,138750,138500,15.9,5.82,2,2026-07-01 14:45:20
17034,Maple Seed,526,316,5000,5000,9.51,15.82,24,2026-07-01 14:45:20
7559,Runic Cane,18937,11119,1200,1200,15.78,9.27,1,2026-05-21 11:25:14
34599,Juggling Torch,16612,6337,1054,1000,15.76,6.34,138,2026-07-01 15:05:19
7452,Pattern: Dusky Boots,59004,42426,3748,3748,15.74,11.32,1,2026-07-01 13:45:14
17188,Ringed Buckler,70777,70777,4500,4500,15.73,15.73,1,2026-01-30 09:02:24
18257,Recipe: Major Rejuvenation Potion,6275502,2903191,399000,399000,15.73,7.28,1,2026-06-05 18:25:14
41547,Glyph of Frost Shock,4375,2625,41333,41300,9.45,15.73,25,2026-07-01 15:25:22
11846,Wizbang's Special Brew,31365,8999,2000,2000,15.68,4.5,5,2026-07-01 07:25:03
14683,Indomitable Cloak,67610,40566,635985,635985,9.41,15.68,1,2026-06-30 08:05:15
11224,Formula: Enchant Shield - Frost Resistance,310142,97563,19800,19800,15.66,4.93,1,2026-07-01 14:25:16
43344,Glyph of Water Breathing,150182,79115,9599,9000,15.65,8.79,15,2026-07-01 15:25:22
11165,Formula: Enchant Weapon - Lesser Elemental Slayer,15512,13588,995,995,15.59,13.66,1,2026-07-01 14:25:16
32751,Pattern: Living Earth Shoulders,2358199,901743,151390,151390,15.58,5.96,1,2026-06-24 21:05:18
18658,Schematic: Ultra-Flash Shadow Reflector,1088976,653386,70000,70000,15.56,9.33,1,2026-06-29 03:25:42
18518,Pattern: Hide of the Wild,7310652,2645557,470000,470000,15.55,5.63,1,2026-06-24 02:25:26
15749,Pattern: Volcanic Breastplate,163061,105949,10526,10526,15.49,10.07,2,2026-07-01 14:45:20
